player_id,player,team_id,team
115,Emre Can,29,Borussia Dortmund
200,Thomas Meunier,29,Borussia Dortmund
296,Mats Hummels,29,Borussia Dortmund
356,Marcel Sabitzer,29,Borussia Dortmund
715,Marco Reus,29,Borussia Dortmund
787,Thorgan Hazard,29,Borussia Dortmund
824,Julian Brandt,29,Borussia Dortmund
1025,Salih Özcan,29,Borussia Dortmund
1189,Gregor Kobel,29,Borussia Dortmund
1274,Niklas Süle,29,Borussia Dortmund
1522,Marius Wolf,29,Borussia Dortmund
1979,Ramy Bensebaini,29,Borussia Dortmund
4123,Donyell Malen,29,Borussia Dortmund
6455,Mateu Morey,29,Borussia Dortmund
6602,Jadon Sancho,29,Borussia Dortmund
9550,Niclas Füllkrug,29,Borussia Dortmund
21331,Sébastien Haller,29,Borussia Dortmund
23324,Alexander Meyer,29,Borussia Dortmund
26903,Felix Nmecha,29,Borussia Dortmund
28190,Ole Pohlmann,29,Borussia Dortmund
29720,Julian Ryerson,29,Borussia Dortmund
30670,Ian Maatsen,29,Borussia Dortmund
32214,Nico Schlotterbeck,29,Borussia Dortmund
32401,Youssoufa Moukoko,29,Borussia Dortmund
44933,Antonios Papadopoulos,29,Borussia Dortmund
46593,Karim Adeyemi,29,Borussia Dortmund
51567,Giovanni Reyna,29,Borussia Dortmund
105655,Samuel Bamba,29,Borussia Dortmund
105924,Hendry Blank,29,Borussia Dortmund
105937,Jamie Gittens,29,Borussia Dortmund
106524,Kjell Wätjen,29,Borussia Dortmund
114982,Julien Duranville,29,Borussia Dortmund
