player_id,player,team_id,team
281,Granit Xhaka,41,Bayer 04 Leverkusen
476,Jonathan Tah,41,Bayer 04 Leverkusen
735,Patrik Schick,41,Bayer 04 Leverkusen
1030,Lukas Hradecky,41,Bayer 04 Leverkusen
1169,Jonas Hofmann,41,Bayer 04 Leverkusen
1286,Nadiem Amiri,41,Bayer 04 Leverkusen
5616,Alejandro Grimaldo,41,Bayer 04 Leverkusen
5835,Nathan Tella,41,Bayer 04 Leverkusen
12150,Exequiel Palacios,41,Bayer 04 Leverkusen
23327,Robert Andrich,41,Bayer 04 Leverkusen
26784,Josip Stanisic,41,Bayer 04 Leverkusen
27161,Jeremie Frimpong,41,Bayer 04 Leverkusen
30315,Amine Adli,41,Bayer 04 Leverkusen
30847,Adam Hlozek,41,Bayer 04 Leverkusen
31667,Matej Kovar,41,Bayer 04 Leverkusen
40468,Borja Iglesias,41,Bayer 04 Leverkusen
49562,Odilon Kossounou,41,Bayer 04 Leverkusen
52151,Edmond Tapsoba,41,Bayer 04 Leverkusen
53110,Piero Hincapié,41,Bayer 04 Leverkusen
63324,Noah Mbamba,41,Bayer 04 Leverkusen
64023,Florian Wirtz,41,Bayer 04 Leverkusen
66772,Victor Boniface,41,Bayer 04 Leverkusen
113599,Arthur,41,Bayer 04 Leverkusen
141290,Gustavo Puerta,41,Bayer 04 Leverkusen
