words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pass,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Duel,3955821,AFC Bournemouth,Won,1,0,Second half
Clearance,3955821,AFC Bournemouth,Won,1,0,Second half
Clearance,3955821,AFC Bournemouth,Won,1,0,Second half
Goal Keeper-Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Pass,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Ball Recovery-Carry-Pass,3955821,AFC Bournemouth,Won,1,0,Second half
Ball Receipt-Carry,3955821,AFC Bournemouth,Won,1,0,Second half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Ball Receipt-Carry,3955821,AFC Bournemouth,Won,1,0,Second half
Pass,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Ball Receipt-Carry-Pass-Pressure-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Duel,3955821,AFC Bournemouth,Won,1,0,Second half
Dribbled Past-Pressure-Pressure-Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Duel-Ball Recovery-Carry,3955821,AFC Bournemouth,Won,1,0,Second half
Pass,3955821,AFC Bournemouth,Won,1,0,Second half
Ball Receipt-Carry-Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Interception-Ball Recovery-Carry,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Foul Committed,3955821,AFC Bournemouth,Won,1,0,Second half
Clearance,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure-Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Ball Recovery-Carry,3955821,AFC Bournemouth,Won,1,0,Second half
Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
Block,3955821,AFC Bournemouth,Won,1,0,Second half
Pressure,3955821,AFC Bournemouth,Won,1,0,Second half
Ball Recovery-Carry-Pass-Ball Receipt,3955821,AFC Bournemouth,Won,1,0,Second half
