words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pass-Ball Receipt,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Pressure-Ball Receipt,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945335,AC Milan,Won,2,0,Second half
Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Interception-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Shot,3945335,AC Milan,Won,2,0,Second half
Block,3945335,AC Milan,Won,2,0,Second half
Block-Ball Recovery-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Miscontrol-Ball Recovery-Carry,3945335,AC Milan,Won,2,0,Second half
Foul Won-Shot,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Ball Recovery,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945335,AC Milan,Won,2,0,Second half
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945335,AC Milan,Won,2,0,Second half
Ball Receipt-Pass-Ball Receipt,3945335,AC Milan,Won,2,0,Second half
Pressure-Pressure-Foul Committed,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Ball Recovery,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure-Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Goal Keeper,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Duel,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Pressure,3945335,AC Milan,Won,2,0,Second half
Block,3945335,AC Milan,Won,2,0,Second half
Block-Goal Keeper-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945335,AC Milan,Won,2,0,Second half
