words,match_id,team_name,outcome,goals_scored,goals_conceded
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Shot,3945100,AC Milan,Lost,1,2
Ball Recovery,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945100,AC Milan,Lost,1,2
Ball Receipt-Pass,3945100,AC Milan,Lost,1,2
Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Dribble-Carry,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Block,3945100,AC Milan,Lost,1,2
Ball Recovery-Carry,3945100,AC Milan,Lost,1,2
Dispossessed,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
Pressure-Foul Committed,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure-Pressure,3945100,AC Milan,Lost,1,2
Foul Committed,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Block-Clearance-Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Dribbled Past-Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Goal Keeper-Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Pass,3945100,AC Milan,Lost,1,2
Ball Receipt-Carry-Dribble-Carry,3945100,AC Milan,Lost,1,2
Dribble-Carry,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Miscontrol-Pressure,3945100,AC Milan,Lost,1,2
Block,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Clearance,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945100,AC Milan,Lost,1,2
Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Shot,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
Pressure-Pressure,3945100,AC Milan,Lost,1,2
Duel,3945100,AC Milan,Lost,1,2
50/50-Ball Recovery-Carry-Pass-Ball Receipt-Miscontrol,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Interception-Carry-Pass-Ball Receipt-Pass,3945100,AC Milan,Lost,1,2
Ball Receipt-Pass,3945100,AC Milan,Lost,1,2
Ball Receipt-Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Block,3945100,AC Milan,Lost,1,2
Clearance,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Clearance-Pressure,3945100,AC Milan,Lost,1,2
Duel,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Foul Committed,3945100,AC Milan,Lost,1,2
Pressure,3945100,AC Milan,Lost,1,2
Block-Pressure,3945100,AC Milan,Lost,1,2
Foul Committed,3945100,AC Milan,Lost,1,2
Duel,3945100,AC Milan,Lost,1,2
Goal Keeper-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945100,AC Milan,Lost,1,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3945100,AC Milan,Lost,1,2
