words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half,K,beta
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass-Ball Receipt-Carry-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pressure,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Carry-Pass-Ball Receipt-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Block,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Recovery-Carry-Dispossessed,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pressure,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Duel-Carry-Pass-Ball Receipt,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass-Ball Receipt-Carry,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Dispossessed,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Recovery-Carry,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Pass-Ball Receipt-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Shot-Ball Receipt,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pressure,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pressure,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Duel-Ball Recovery-Carry,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Pass-Duel,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass-Ball Receipt-Pass-Pressure-Ball Receipt,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pressure,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Duel,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Clearance,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Ball Recovery-Carry-Pass,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
Pressure,3945330,Venezia,Lost,2,3,Second half,1.8678403286156136,0.7004593765758461
