words,match_id,team_name,outcome,goals_scored,goals_conceded
Dribble-Carry,3945056,AC Milan,Lost,0,2
Dispossessed,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Foul Committed,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Pressure,3945056,AC Milan,Lost,0,2
Duel-Carry,3945056,AC Milan,Lost,0,2
Dispossessed,3945056,AC Milan,Lost,0,2
Pressure-Pressure,3945056,AC Milan,Lost,0,2
Block,3945056,AC Milan,Lost,0,2
Clearance-Pressure,3945056,AC Milan,Lost,0,2
Pass,3945056,AC Milan,Lost,0,2
Ball Receipt-Carry-Dribble-Carry,3945056,AC Milan,Lost,0,2
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3945056,AC Milan,Lost,0,2
