words,match_id,team_name,outcome,goals_scored,goals_conceded
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Foul Committed,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Pressure-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt,3944962,AC Milan,Drawn,2,2
Block-Goal Keeper-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure-Pressure,3944962,AC Milan,Drawn,2,2
Duel,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Duel,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Shot,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Shot-Ball Receipt,3944962,AC Milan,Drawn,2,2
Ball Recovery-Shot,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol-Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Block-Pressure,3944962,AC Milan,Drawn,2,2
Foul Committed,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Dribbled Past-Pressure,3944962,AC Milan,Drawn,2,2
Duel,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Dribble-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Interception-Carry-Pass-Ball Receipt-Carry-Miscontrol,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Interception,3944962,AC Milan,Drawn,2,2
Pressure-Pressure,3944962,AC Milan,Drawn,2,2
Block-Goal Keeper-Pressure,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Dribble,3944962,AC Milan,Drawn,2,2
Ball Recovery,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
50/50,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Miscontrol-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Foul Won-Shot,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3944962,AC Milan,Drawn,2,2
Ball Recovery-Pressure,3944962,AC Milan,Drawn,2,2
Ball Recovery-Carry-Pass-Ball Receipt-Duel,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Duel-Carry-Pass-Ball Receipt-Carry-Pass-Foul Committed,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3944962,AC Milan,Drawn,2,2
Pass,3944962,AC Milan,Drawn,2,2
Ball Receipt-Carry-Pass-Ball Receipt-Carry,3944962,AC Milan,Drawn,2,2
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Shot,3944962,AC Milan,Drawn,2,2
Injury Stoppage,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Pressure,3944962,AC Milan,Drawn,2,2
Duel,3944962,AC Milan,Drawn,2,2
