words,match_id,team_name,outcome
Pressure,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure-Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pass,3946427,Atlético Madrid,Won
Ball Receipt-Pass,3946427,Atlético Madrid,Won
Ball Receipt-Carry-Dribble-Carry,3946427,Atlético Madrid,Won
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Pass,3946427,Atlético Madrid,Won
Ball Receipt-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Pressure-Ball Receipt,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol-Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Block,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Block-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Ball Recovery-Carry-Pass-Pressure-Ball Receipt,3946427,Atlético Madrid,Won
Block,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Dribble,3946427,Atlético Madrid,Won
Pass,3946427,Atlético Madrid,Won
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Duel-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Ball Recovery-Carry-Dribble-Carry,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Ball Recovery-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Duel-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass,3946427,Atlético Madrid,Won
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass,3946427,Atlético Madrid,Won
Ball Receipt-Pass-Pressure-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Duel,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Duel,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Block,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass,3946427,Atlético Madrid,Won
Ball Receipt-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Ball Recovery-Pressure-Foul Committed,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Interception,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Ball Recovery-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Dribble,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Dribbled Past-Ball Recovery-Carry,3946427,Atlético Madrid,Won
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Ball Recovery-Pass-Ball Receipt-Block,3946427,Atlético Madrid,Won
Ball Recovery-Carry,3946427,Atlético Madrid,Won
Shot,3946427,Atlético Madrid,Won
Pass,3946427,Atlético Madrid,Won
Shot-Ball Receipt,3946427,Atlético Madrid,Won
Clearance-Pass,3946427,Atlético Madrid,Won
Ball Receipt-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946427,Atlético Madrid,Won
Ball Recovery-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt,3946427,Atlético Madrid,Won
Pressure,3946427,Atlético Madrid,Won
Interception,3946427,Atlético Madrid,Won
Ball Recovery-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946427,Atlético Madrid,Won
Dispossessed,3946427,Atlético Madrid,Won
