words,match_id,team_name,outcome
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass,3946418,Athletic Club,Won
Ball Receipt-Duel,3946418,Athletic Club,Won
Pass-Injury Stoppage,3946418,Athletic Club,Won
Player Off,3946418,Athletic Club,Won
Referee Ball-Drop-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Dribble,3946418,Athletic Club,Won
Player On-Pass-Ball Receipt,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946418,Athletic Club,Won
Ball Receipt-Carry-Pass,3946418,Athletic Club,Won
Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946418,Athletic Club,Won
Miscontrol-Duel,3946418,Athletic Club,Won
Ball Recovery-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946418,Athletic Club,Won
Pass,3946418,Athletic Club,Won
Pressure,3946418,Athletic Club,Won
Duel-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946418,Athletic Club,Won
Pressure,3946418,Athletic Club,Won
Ball Recovery-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass,3946418,Athletic Club,Won
Ball Recovery,3946418,Athletic Club,Won
Pressure,3946418,Athletic Club,Won
Duel,3946418,Athletic Club,Won
Goal Keeper-Pass,3946418,Athletic Club,Won
Pressure,3946418,Athletic Club,Won
Block,3946418,Athletic Club,Won
Pass,3946418,Athletic Club,Won
Pressure,3946418,Athletic Club,Won
Duel-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946418,Athletic Club,Won
Pass,3946418,Athletic Club,Won
Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass,3946418,Athletic Club,Won
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946418,Athletic Club,Won
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946418,Athletic Club,Won
