words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pressure-Pressure-Foul Committed,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Goal Keeper-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Receipt-Carry-Pass-Duel,3946640,Las Palmas,Lost,0,2,Second half
Duel,3946640,Las Palmas,Lost,0,2,Second half
Pressure-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Duel,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Receipt-Carry-Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Recovery-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Shot,3946640,Las Palmas,Lost,0,2,Second half
Offside,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Duel,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Clearance-Clearance-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Block-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Duel,3946640,Las Palmas,Lost,0,2,Second half
Goal Keeper-Pass-Ball Receipt-Miscontrol,3946640,Las Palmas,Lost,0,2,Second half
Pressure-Foul Committed,3946640,Las Palmas,Lost,0,2,Second half
Goal Keeper-Pass-Ball Receipt,3946640,Las Palmas,Lost,0,2,Second half
Dribble-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure-Pressure-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Duel-Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Receipt-Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass,3946640,Las Palmas,Lost,0,2,Second half
Pressure-Pressure-Foul Committed,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure-Pressure-Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pass,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Duel,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass-Ball Receipt-Carry,3946640,Las Palmas,Lost,0,2,Second half
Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Receipt-Carry-Dispossessed,3946640,Las Palmas,Lost,0,2,Second half
Pass,3946640,Las Palmas,Lost,0,2,Second half
Ball Recovery-Shot,3946640,Las Palmas,Lost,0,2,Second half
Pressure,3946640,Las Palmas,Lost,0,2,Second half
Pass,3946640,Las Palmas,Lost,0,2,Second half
Pass,3946640,Las Palmas,Lost,0,2,Second half
Block,3946640,Las Palmas,Lost,0,2,Second half
