words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pass,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Ball Recovery-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Clearance,3946506,Las Palmas,Lost,0,2,First half
Duel-Clearance,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Ball Receipt-Carry-Pass-Pressure-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Goal Keeper,3946506,Las Palmas,Lost,0,2,First half
Foul Won-Pass-Ball Receipt-Pass,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Ball Receipt-Pass-Pressure,3946506,Las Palmas,Lost,0,2,First half
Foul Committed,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Duel,3946506,Las Palmas,Lost,0,2,First half
Ball Recovery-Carry,3946506,Las Palmas,Lost,0,2,First half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Interception,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Ball Recovery-Carry-Miscontrol-Error-Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Goal Keeper,3946506,Las Palmas,Lost,0,2,First half
Clearance,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Pass,3946506,Las Palmas,Lost,0,2,First half
Pass,3946506,Las Palmas,Lost,0,2,First half
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass,3946506,Las Palmas,Lost,0,2,First half
Ball Recovery-Carry-Pass,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Pressure,3946506,Las Palmas,Lost,0,2,First half
Interception,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
Pass-Ball Receipt-Carry,3946506,Las Palmas,Lost,0,2,First half
