words,match_id,team_name,outcome
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt,3946410,Athletic Club,Lost
Block-Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass,3946410,Athletic Club,Lost
Ball Receipt-Pass-Ball Receipt,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Clearance-Pass-Ball Receipt,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass,3946410,Athletic Club,Lost
Ball Receipt-Carry-Miscontrol,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Dribbled Past-Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Duel-Ball Recovery-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Dispossessed,3946410,Athletic Club,Lost
50/50,3946410,Athletic Club,Lost
Pressure-Pressure,3946410,Athletic Club,Lost
Block,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt,3946410,Athletic Club,Lost
Block,3946410,Athletic Club,Lost
Pass,3946410,Athletic Club,Lost
Ball Receipt-Carry,3946410,Athletic Club,Lost
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass,3946410,Athletic Club,Lost
Pressure-Pass,3946410,Athletic Club,Lost
Ball Receipt-Carry-Pass,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Duel,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Block,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass-Ball Receipt,3946410,Athletic Club,Lost
Pressure-Pressure,3946410,Athletic Club,Lost
Dribbled Past-Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Interception-Carry,3946410,Athletic Club,Lost
Dribble-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Shot,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Dribble-Carry,3946410,Athletic Club,Lost
Shot,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Ball Recovery-Carry,3946410,Athletic Club,Lost
Dispossessed,3946410,Athletic Club,Lost
Ball Recovery-Carry-Dispossessed,3946410,Athletic Club,Lost
Ball Recovery-Carry-Miscontrol,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Dribbled Past-Pressure-Pressure,3946410,Athletic Club,Lost
Goal Keeper-Pass-Ball Receipt-Miscontrol-Pressure,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946410,Athletic Club,Lost
Pressure-Pressure-Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Block-Ball Recovery-Carry-Pass-Ball Receipt-Carry-Miscontrol-Pressure,3946410,Athletic Club,Lost
Dribbled Past,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Interception,3946410,Athletic Club,Lost
Ball Recovery-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Duel,3946410,Athletic Club,Lost
Block,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure-Foul Committed,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Foul Committed,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Duel-Ball Recovery-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Dispossessed,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Foul Committed,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Duel,3946410,Athletic Club,Lost
Block,3946410,Athletic Club,Lost
Ball Recovery-Carry,3946410,Athletic Club,Lost
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry,3946410,Athletic Club,Lost
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol,3946410,Athletic Club,Lost
Pressure-Pass-Ball Receipt-Carry-Shot,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass,3946410,Athletic Club,Lost
Ball Receipt-Carry-Pass,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pass-Ball Receipt,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Pressure,3946410,Athletic Club,Lost
Block-Pressure,3946410,Athletic Club,Lost
Duel-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946410,Athletic Club,Lost
