words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Dispossessed,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Block-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Miscontrol,3946753,Las Palmas,Lost,0,1,Second half
Duel-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Dribble,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
50/50-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt,3946753,Las Palmas,Lost,0,1,Second half
Block,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry,3946753,Las Palmas,Lost,0,1,Second half
Dispossessed,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Duel,3946753,Las Palmas,Lost,0,1,Second half
Injury Stoppage,3946753,Las Palmas,Lost,0,1,Second half
Referee Ball-Drop,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure-Ball Recovery-Carry,3946753,Las Palmas,Lost,0,1,Second half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Goal Keeper-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Block-50/50,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Duel-Carry-Dispossessed,3946753,Las Palmas,Lost,0,1,Second half
50/50-Pass,3946753,Las Palmas,Lost,0,1,Second half
Clearance,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
50/50,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Clearance,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Duel-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry-Dribble,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Miscontrol-Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Dribbled Past-Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Dispossessed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Dispossessed,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry-Dribble,3946753,Las Palmas,Lost,0,1,Second half
Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure-Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Block,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Dribbled Past,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass-Ball Receipt,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Duel,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Pressure,3946753,Las Palmas,Lost,0,1,Second half
Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Dribbled Past,3946753,Las Palmas,Lost,0,1,Second half
Clearance-Duel,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Shot,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Block,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Interception-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Foul Won-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Clearance,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Foul Committed,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Block,3946753,Las Palmas,Lost,0,1,Second half
Ball Recovery-Carry-Pass-Pressure-Ball Receipt,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Miscontrol,3946753,Las Palmas,Lost,0,1,Second half
Interception-Pressure,3946753,Las Palmas,Lost,0,1,Second half
Interception-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Foul Won-Pass-Ball Receipt-Pass,3946753,Las Palmas,Lost,0,1,Second half
Ball Receipt-Carry-Dribble,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Miscontrol,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946753,Las Palmas,Lost,0,1,Second half
Shot,3946753,Las Palmas,Lost,0,1,Second half
Pass-Ball Receipt,3946753,Las Palmas,Lost,0,1,Second half
Pressure,3946753,Las Palmas,Lost,0,1,Second half
