words,match_id,team_name,outcome
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt,3946395,Athletic Club,Drawn
Duel,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Foul Committed,3946395,Athletic Club,Drawn
Clearance,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Duel,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Clearance,3946395,Athletic Club,Drawn
Block-Block,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Miscontrol-Duel,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Ball Recovery-Carry-Pass-Ball Receipt-Miscontrol,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt,3946395,Athletic Club,Drawn
Ball Recovery-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Duel-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Foul Won-Pass-Ball Receipt-Carry-Pass-Pressure,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Ball Receipt-Carry-Miscontrol,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Dribbled Past,3946395,Athletic Club,Drawn
Goal Keeper-Pass-Ball Receipt-Pass,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Miscontrol-Pressure,3946395,Athletic Club,Drawn
Ball Recovery,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Duel,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Duel,3946395,Athletic Club,Drawn
Block-Clearance-Pressure,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Ball Receipt-Pass,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Pressure-Pressure,3946395,Athletic Club,Drawn
Goal Keeper-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Duel,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Block,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Ball Receipt-Pass-Ball Receipt-Carry,3946395,Athletic Club,Drawn
Pass-Ball Receipt,3946395,Athletic Club,Drawn
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,3946395,Athletic Club,Drawn
Ball Receipt-Carry-Dribble,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Foul Committed,3946395,Athletic Club,Drawn
Pressure,3946395,Athletic Club,Drawn
Ball Recovery-Carry,3946395,Athletic Club,Drawn
Pass,3946395,Athletic Club,Drawn
