words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pass-Ball Receipt-Carry,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Pass-Pressure,3949533,Augsburg,Won,2,1,First half
Interception,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Ball Receipt-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pass-Pressure-Foul Committed,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure-Foul Committed,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt-Dispossessed,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Ball Receipt-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry,3949533,Augsburg,Won,2,1,First half
Dispossessed,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Pressure,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Pressure,3949533,Augsburg,Won,2,1,First half
Clearance,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Block-Ball Recovery-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure-Pass-Ball Receipt-Carry-Miscontrol,3949533,Augsburg,Won,2,1,First half
Block,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Foul Committed,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Dribbled Past,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure-Foul Committed,3949533,Augsburg,Won,2,1,First half
Clearance,3949533,Augsburg,Won,2,1,First half
Block-Goal Keeper-Clearance,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Duel-Pressure,3949533,Augsburg,Won,2,1,First half
Duel,3949533,Augsburg,Won,2,1,First half
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Block-Ball Recovery,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Ball Receipt-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Block-Pass,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Foul Committed,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt-Carry-Pass,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Miscontrol-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry,3949533,Augsburg,Won,2,1,First half
Pass-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Block,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pressure-Foul Committed,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry,3949533,Augsburg,Won,2,1,First half
Dispossessed,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry,3949533,Augsburg,Won,2,1,First half
Pass,3949533,Augsburg,Won,2,1,First half
Interception-Shot,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
Block,3949533,Augsburg,Won,2,1,First half
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3949533,Augsburg,Won,2,1,First half
Pressure,3949533,Augsburg,Won,2,1,First half
