words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3949782,Augsburg,Lost,1,2,Second half
Dribble,3949782,Augsburg,Lost,1,2,Second half
Ball Recovery-Carry-Pass,3949782,Augsburg,Lost,1,2,Second half
Ball Receipt-Carry-Dispossessed,3949782,Augsburg,Lost,1,2,Second half
Pass-Pressure,3949782,Augsburg,Lost,1,2,Second half
Ball Recovery-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Duel,3949782,Augsburg,Lost,1,2,Second half
Ball Recovery-Carry,3949782,Augsburg,Lost,1,2,Second half
Shot,3949782,Augsburg,Lost,1,2,Second half
Pass,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3949782,Augsburg,Lost,1,2,Second half
Ball Recovery-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Duel,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Foul Committed,3949782,Augsburg,Lost,1,2,Second half
Block,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Pass,3949782,Augsburg,Lost,1,2,Second half
Ball Receipt-Carry,3949782,Augsburg,Lost,1,2,Second half
Miscontrol,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass,3949782,Augsburg,Lost,1,2,Second half
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass,3949782,Augsburg,Lost,1,2,Second half
Pass-Pressure,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Block,3949782,Augsburg,Lost,1,2,Second half
Duel,3949782,Augsburg,Lost,1,2,Second half
Clearance-Pass,3949782,Augsburg,Lost,1,2,Second half
Ball Receipt-Carry-Miscontrol,3949782,Augsburg,Lost,1,2,Second half
Pressure,3949782,Augsburg,Lost,1,2,Second half
Interception-Carry,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3949782,Augsburg,Lost,1,2,Second half
Shot,3949782,Augsburg,Lost,1,2,Second half
Pass-Ball Receipt-Pass,3949782,Augsburg,Lost,1,2,Second half
Ball Receipt-Shot,3949782,Augsburg,Lost,1,2,Second half
Pass-Pressure,3949782,Augsburg,Lost,1,2,Second half
