words,word_players,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pressure,Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper-Pass-Ball Receipt-Carry,Manuel Neuer-Min Jae Kim-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Pressure,Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass,Jamal Musiala-Michael Olise-Michael Olise-Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Jamal Musiala-Joshua Kimmich-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Min Jae Kim-Min Jae Kim-Min Jae Kim-Joshua Kimmich-Joshua Kimmich-Joshua Kimmich-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pass,Joshua Kimmich,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Pass-Ball Receipt-Carry,Dayotchanculle Upamecano-Dayotchanculle Upamecano-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Min Jae Kim-Michael Olise-Michael Olise-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Jamal Musiala-Jamal Musiala-Jamal Musiala-Alphonso Davies-Alphonso Davies,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Alphonso Davies-Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Jamal Musiala-Serge Gnabry-Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Shot,Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Carry-Pass-Duel,Sacha Boey-Sacha Boey-Sacha Boey-Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Pass,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pressure,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pressure,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper,Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper-Pass-Ball Receipt,Manuel Neuer-Min Jae Kim-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Manuel Neuer-Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Jamal Musiala-Dayotchanculle Upamecano-Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Pressure,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Pass,Sacha Boey-Michael Olise-Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Michael Olise-Joshua Kimmich-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Sacha Boey-Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Pass,Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Manuel Neuer-Dayotchanculle Upamecano-Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Dayotchanculle Upamecano-Jamal Musiala-Jamal Musiala-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Pass,Dayotchanculle Upamecano-Michael Olise-Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Pressure-Foul Committed,Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pressure,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Foul Committed,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Manuel Neuer-Jamal Musiala-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Alphonso Davies-Alphonso Davies-Serge Gnabry-Serge Gnabry-Alphonso Davies-Alphonso Davies-Alphonso Davies-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Min Jae Kim-Min Jae Kim-Manuel Neuer-Manuel Neuer-Manuel Neuer-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Joshua Kimmich-Joshua Kimmich,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Joshua Kimmich-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Carry-Pass-Ball Receipt-Carry,Sacha Boey-Sacha Boey-Sacha Boey-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Min Jae Kim-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Aleksandar Pavlović-Alphonso Davies-Alphonso Davies,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Alphonso Davies-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Dayotchanculle Upamecano-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Min Jae Kim-Harry Kane-Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass,Harry Kane-Manuel Neuer-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Joshua Kimmich-Joshua Kimmich-Min Jae Kim-Min Jae Kim-Min Jae Kim-Aleksandar Pavlović-Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Clearance,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Pressure,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Manuel Neuer-Manuel Neuer-Manuel Neuer-Serge Gnabry-Serge Gnabry-Serge Gnabry-Alphonso Davies-Alphonso Davies-Alphonso Davies-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Ball Recovery-Carry-Dribble-Carry,Serge Gnabry-Serge Gnabry-Serge Gnabry-Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Dispossessed,Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Duel,Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Pressure,Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Pressure,Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Pressure-Pressure,Dayotchanculle Upamecano-Aleksandar Pavlović,3949490,Bayern Munich,Won,3,2,First half
Duel-Ball Recovery-Carry,Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Dayotchanculle Upamecano-Dayotchanculle Upamecano-Joshua Kimmich-Joshua Kimmich-Joshua Kimmich-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Joshua Kimmich-Joshua Kimmich,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Joshua Kimmich-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pressure,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Manuel Neuer-Jamal Musiala-Joshua Kimmich-Joshua Kimmich-Alphonso Davies-Alphonso Davies-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pressure,Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Dribble-Carry,Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pressure,Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Pressure,Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Aleksandar Pavlović-Min Jae Kim-Min Jae Kim-Min Jae Kim-Manuel Neuer-Manuel Neuer-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Manuel Neuer-Manuel Neuer-Manuel Neuer-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Pass,Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Pressure-Pressure,Michael Olise-Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Ball Recovery-Carry-Pass,Harry Kane-Harry Kane-Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry,Jamal Musiala-Jamal Musiala-Jamal Musiala-Serge Gnabry-Serge Gnabry-Serge Gnabry-Alphonso Davies-Alphonso Davies-Alphonso Davies-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Joshua Kimmich-Joshua Kimmich-Joshua Kimmich-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Min Jae Kim-Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Pass,Min Jae Kim,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Carry-Pass-Ball Receipt-Carry,Michael Olise-Michael Olise-Michael Olise-Joshua Kimmich-Joshua Kimmich,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Joshua Kimmich-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Serge Gnabry-Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Dribble-Carry,Serge Gnabry-Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Pass,Serge Gnabry,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Aleksandar Pavlović-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Dayotchanculle Upamecano-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Joshua Kimmich-Joshua Kimmich,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Joshua Kimmich-Dayotchanculle Upamecano-Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Pass,Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Carry,Harry Kane-Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Dribble,Harry Kane-Harry Kane-Aleksandar Pavlović-Aleksandar Pavlović-Aleksandar Pavlović-Joshua Kimmich-Joshua Kimmich-Joshua Kimmich-Michael Olise-Michael Olise-Michael Olise,3949490,Bayern Munich,Won,3,2,First half
Pressure,Sacha Boey,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Carry,Min Jae Kim-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper-Pass-Ball Receipt-Carry,Manuel Neuer-Min Jae Kim-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Goal Keeper-Pass-Ball Receipt-Carry,Manuel Neuer-Min Jae Kim-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Pressure,Alphonso Davies,3949490,Bayern Munich,Won,3,2,First half
Pressure,Kingsley Coman,3949490,Bayern Munich,Won,3,2,First half
Pressure,Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Duel-Pass-Ball Receipt-Pass,Kingsley Coman-Alphonso Davies-Harry Kane-Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Ball Recovery-Carry-Dribble,Jamal Musiala-Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Duel-50/50,Harry Kane-Kingsley Coman,3949490,Bayern Munich,Won,3,2,First half
Dispossessed,Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Pass,Joshua Kimmich,3949490,Bayern Munich,Won,3,2,First half
Dribble-Carry,Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Pass,Jamal Musiala-Manuel Neuer-Manuel Neuer,3949490,Bayern Munich,Won,3,2,First half
Pass-Ball Receipt-Pass,Alphonso Davies-Thomas Müller-Thomas Müller,3949490,Bayern Munich,Won,3,2,First half
Ball Receipt-Pass,Alphonso Davies-Alphonso Davies,3949490,Bayern Munich,Won,3,2,First half
Pass,Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Pressure,Dayotchanculle Upamecano,3949490,Bayern Munich,Won,3,2,First half
Ball Recovery-Carry,Jamal Musiala-Jamal Musiala,3949490,Bayern Munich,Won,3,2,First half
Block-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Eric Dier-Kingsley Coman-Eric Dier-Eric Dier-Eric Dier-Kingsley Coman-Kingsley Coman-Joshua Kimmich-Joshua Kimmich-Joshua Kimmich-Harry Kane-Harry Kane,3949490,Bayern Munich,Won,3,2,First half
Pressure,Thomas Müller,3949490,Bayern Munich,Won,3,2,First half
