words,word_players,match_id,team_name,outcome,goals_scored,goals_conceded,season_half,K,beta
Pass-Ball Receipt-Carry-Pass-Ball Receipt,Alejandro Balde Martínez-Pedro González López-Pedro González López-Pedro González López-Raphael Dias Belloli,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Alejandro Balde Martínez,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt,Alejandro Balde Martínez-Raphael Dias Belloli,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Marc Casadó Torras,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Ignacio Peña Sotorres-Ignacio Peña Sotorres-Ignacio Peña Sotorres-Pau Cubarsí Paredes-Pau Cubarsí Paredes-Pau Cubarsí Paredes-Pedro González López-Pedro González López,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Pedro González López-Jules Koundé-Jules Koundé-Jules Koundé-Pau Cubarsí Paredes-Pau Cubarsí Paredes-Pau Cubarsí Paredes-Pedro González López-Pedro González López-Pedro González López-Raphael Dias Belloli,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Marc Casadó Torras,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Pedro González López,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Pau Cubarsí Paredes,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt-Pass-Ball Receipt,Pau Cubarsí Paredes-Jules Koundé-Jules Koundé-Pau Cubarsí Paredes,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt,Pau Cubarsí Paredes-Jules Koundé,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt-Carry-Pass-Ball Receipt,Jules Koundé-Robert Lewandowski-Robert Lewandowski-Robert Lewandowski-Fermin Lopez Marin,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Robert Lewandowski,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure-Foul Committed,Pedro González López-Pedro González López,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt-Carry-Pass,Jules Koundé-Fermin Lopez Marin-Fermin Lopez Marin-Fermin Lopez Marin,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Ball Receipt-Pass-Ball Receipt-Carry,Lamine Yamal Nasraoui Ebana-Lamine Yamal Nasraoui Ebana-Fermin Lopez Marin-Fermin Lopez Marin,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Foul Committed,Fermin Lopez Marin,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Block,Jules Koundé,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure-Block-Clearance,Íñigo Martínez Berridi-Raphael Dias Belloli-Íñigo Martínez Berridi,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Fermin Lopez Marin,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Duel,Fermin Lopez Marin,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Clearance,Raphael Dias Belloli,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Goal Keeper,Ignacio Peña Sotorres,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Clearance-Pass-Ball Receipt-Injury Stoppage,Marc Casadó Torras-Fermin Lopez Marin-Lamine Yamal Nasraoui Ebana-Ignacio Peña Sotorres,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Referee Ball-Drop-Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Unknown-Pau Cubarsí Paredes-Pau Cubarsí Paredes-Pau Cubarsí Paredes-Ignacio Peña Sotorres-Ignacio Peña Sotorres-Ignacio Peña Sotorres-Íñigo Martínez Berridi-Íñigo Martínez Berridi,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pass-Ball Receipt-Carry-Pass-Ball Receipt,Íñigo Martínez Berridi-Raphael Dias Belloli-Raphael Dias Belloli-Raphael Dias Belloli-Robert Lewandowski,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Robert Lewandowski,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
Pressure,Lamine Yamal Nasraoui Ebana,3946499,Barcelona,Won,4,0,First half,1.2708324463315461,0.7691177826855424
