words,word_players,match_id,team_name,outcome,goals_scored,goals_conceded,season_half,K,beta
Pressure,Nicolas Jackson,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Pass,Levi Colwill,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Pass,Moisés Isaac Caicedo Corozo,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Ball Receipt-Carry-Pass-Ball Receipt,Cole Palmer-Cole Palmer-Cole Palmer-Nicolas Jackson,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Pressure,Cole Palmer,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Goal Keeper-Carry-Pass-Pressure-Ball Receipt,Robert Lynch Sanchez-Robert Lynch Sanchez-Robert Lynch Sanchez-Nicolas Jackson-Nicolas Jackson,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Ball Recovery-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Moisés Isaac Caicedo Corozo-Moisés Isaac Caicedo Corozo-Moisés Isaac Caicedo Corozo-Wesley Fofana-Wesley Fofana-Levi Colwill-Levi Colwill-Levi Colwill-Cole Palmer-Cole Palmer-Cole Palmer-Levi Colwill-Levi Colwill-Levi Colwill-Nicolas Jackson-Nicolas Jackson-Nicolas Jackson-Malo Gusto,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Pressure-Pressure,Moisés Isaac Caicedo Corozo-Malo Gusto,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Duel,Malo Gusto,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Ball Recovery-Carry,Moisés Isaac Caicedo Corozo-Moisés Isaac Caicedo Corozo,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt,Moisés Isaac Caicedo Corozo-Wesley Fofana-Robert Lynch Sanchez-Robert Lynch Sanchez-Levi Colwill-Levi Colwill-Levi Colwill-Marc Cucurella Saseta-Marc Cucurella Saseta-Marc Cucurella Saseta-Cole Palmer-Cole Palmer-Pedro Lomba Neto,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Pressure,Marc Cucurella Saseta,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Interception-Carry-Pass,Levi Colwill-Levi Colwill-Levi Colwill,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
Interception-Carry-Pass-Ball Receipt-Carry,Pedro Lomba Neto-Pedro Lomba Neto-Pedro Lomba Neto-Cole Palmer-Cole Palmer,3955733,Chelsea,Drawn,1,1,First half,1.7551620940575658,0.7171401428938727
